Id; WordId; Source; Translation
584; 1373; I przyjdzie miecz na Egipt, a będzie wielka trwoga w ziemi Murzyńskiej, gdy polegną pobici w Egipcie, a zabiorą dostatki jego, i podwrócone będą grunty jego.; And a sword shall come upon Egypt, and anguish shall be in Ethiopia, when the slain shall fall in Egypt; and they shall take away her multitude, and her foundations shall be broken down.
585; 1374; Wielka Wojna Ojczyźniana; Great Patriotic War
586; 1377; Wielki Obłok Magellana; Large Magellanic Cloud
587; 1378; I np. odwołano takich ludzi z pracy jak Jacek Sobala, Anita Gargas, Jacek Karnowski czy Wojciech Leszczyński.; So, for example, such people as Jacek Sobala, Anita Gargas, Jacek Karnowski and Wojciech Leszczyński have lost their jobs.
588; 1379; Wojewódzki Ośrodek Ruchu Drogowego; voivodeship training centre for drivers
589; 1382; wjechać z impetem; to plough through
590; 1383; Wcale nie jest jasne, jak pracodawca ma oceniać pracę równej wartości i czy ma na przykład wkalkulować dostępność odpowiednio wykwalifikowanych kandydatów.; It is not at all clear how an employer is supposed to assess work of equivalent value, whether he is required, for example, to factor in the availability of suitably qualified applicants.
591; 1384; Wygenerowany zostanie otagowany link, który można skopiować i wkleić do reklamy.; A tagged link will be generated for you and you'll be able to copy and paste it to your ad.
592; 1385; Korzystając ze schowka internetowego, można kopiować i wklejać wykresy z arkusza kalkulacyjnego do dokumentu lub rysunku.; You can use the web clipboard to copy and paste charts from a spreadsheet into a document or drawing.
593; 1390; Jest to zawsze odpowiedzialnością lekarzy i nie powinniśmy tu wkraczać z przepisami.; It is always the doctors' responsibility and we should not regulate it here.
594; 1392; Sobotnie noce to najlepszy czas, żeby wkraść się do ich pokojów.; Saturday nights were the best for sneaking into girls ' rooms.
595; 1395; Z powodu zwiększonego ryzyka miejscowych odczynów, zwłaszcza większe dawki dożylne należy podawać tylko przez dużą żyłę lub wkłucie centralne.; Due to the increased risk of local reactions, higher intravenous doses in particular should only be administered via a large vein or a central line.
596; 1396; Wkłuć igłę na całą długość w skórę, tak jak to pokazywali lekarz lub pielęgniarka.; Put the needle fully into the skin as shown by your nurse or doctor.
597; 1399; wlec się noga za nogą; to drag one's heels
598; 1400; Będziemy mogli wlecieć w anatomię jego mózgu -- dosłownie wlecimy w jego ciało -- ale przede wszystkim, wejrzymy w jego umysł.; We will be able to fly into the anatomy of Peter's brain -- literally, fly into his body -- but more importantly, we can look into his mind.
599; 1402; Tygacil ma postać proszku, z którego sporządza się roztwór do infuzji (wlew dożylny).; Tygacil is a powder that is made up into a solution for infusion (drip into a vein).
600; 1404; Być może teraz sytuacja jest inna i zdecydowana większość państw członkowskich będzie gotowa uznać, że kwestie te można wliczyć w zakres kompetencji Unii Europejskiej.; Now, maybe the situation has changed today and there will be a large majority of Member States thinking this can enter into the competences of the EU.
601; 1405; Pan Schulz nie powinien wmawiać nam, że jako jedyny przemawia za społeczną Europą.; Mr Schulz should not try and tell us that he alone advocates social Europe.
602; 1415; Wyluzuj, zachwilę będzie fajnie.; Relax, and we'll get along just fine.
603; 1420; Współpraca pomiędzy autorami i reżyserami teatralnymi różnie się układa, natomiast Loher i Kriegenburg tworzą wręcz wymarzony team i kongenialnie się uzupełniają.; In terms of cooperation between writers and directors in the theatre, the two are a dream team because they complement each other almost perfectly.
604; 1421; Co oczywiście oznacza, że stygimoloch i drakoreks wymarły.; Which of course means that Stygimoloch and Dracorex are extinct.
605; 1425; Nie można wymazać odpowiedzialności Europy za łamanie zasad prawa oraz praw człowieka.; European responsibility for violations of the rule of law and human rights cannot be erased.
606; 1426; wymazać historię logowania; to clear log history
607; 1428; Z biegiem czasu zginęło około 18 000 ludzi, a około 50 000 zostało wydalonych.; In the process, some 18 000 lives were lost and around 50 000 people were expelled.
608; 1429; Musimy to uchwycić z bliska, aby stworzyć tę perspektywę „jak tam jest”.; We need to capture that up close to establish that what it's like-type experience.
609; 1430; Jako osoba stojąca z boku, mocno wierzę w dziedzinę wczesnego rozpoznawania raka.; So, as an aside, I firmly believe in the field of trying to identify cancer early.
610; 1432; z braku lepszego słowa; for want of a better word
611; 1433; z bólem serca; with a heavy heart
612; 1434; A wiem, iż gdy przyjdę do was, z hojnem błogosławieństwem Ewangielii Chrystusowej przyjdę.; And I know that, when I come unto you, I shall come in the fulness of the blessing of Christ.
613; 1436; A zatem z całego serca wspieramy wspólną rezolucję w sprawiestrategii lizbońskiej.; So we shall wholeheartedly support the joint resolution on the Lisbon Strategy.
614; 1437; z całej duszy; hear and soul
615; 1438; Charakter eksperymentów polega na tym, że ich wyników nie można przewidzieć z całkowitą pewnością.; It is the nature of experiments that the results cannot be forecast with certainty.
616; 1439; Chrześcijanie są z całą pewnością dziś najbardziej zapomnianą mniejszością na świecie.; Christians are, without a doubt, the most neglected minority in the world today.
617; 1441; Tak, doniosłość wykształcenia to dla mnie to coś, za co z chęcią oddam życie.; And so, the importance of education to me is what I'm willing to die for.
618; 1442; Jest to działanie przestępcze i problem, który z czasem nasila się albo zmniejsza.; It is a criminal act and a problem which either escalates or diminishes over time.
619; 1443; z czystej ciekawości; just out of curiosity
620; 1444; Wykorzystajmy nasze głosowanie, aby umożliwić zasiadanie do jedzenia z czystym sumieniem.; Let us use our vote, then, to enable us to sit down to eat with a good conscience.
621; 1445; z dala od rodzinnego domu; far from hearth and home
622; 1446; Dziękuję Państwu za uwagę i z góry dziękuję za poparcie przedmiotowego wniosku.; Thank you for your attention, and thank you, in advance, for your support for this proposal.
623; 1448; Jest to jedno z wielu zagadnień dotyczących zarządzania partnerstwem i nie istnieje tutaj z góry ustalony model, jeszcze trudniej jest mówić o jednym modelu.; This issue is one of many considerations pertaining to the governance of partnerships, for which there is no pre-established model, even less a single model.
624; 1449; Nasz szacunek należy się osobom, które się nie poddały i postępowały z honorem.; Our respect should go to those who did not give in and conducted themselves with honour.
625; 1453; Do ponownej analizy co rok Ostateczny raport z badania jest zaplanowany na 4Q 2008 roku.; To be reviewed annually Final study report expected by 4Q 2008
626; 1454; Przechodzący na emeryturę przedsiębiorcy powinni z wyprzedzeniem zaplanować sprzedaż firmy.; Retiring business owners need to plan the transfer of their business in advance.
627; 1460; Co powinna zaprezentować Europa na kolejnym posiedzeniu grupy G20 we wrześniu tego roku?; What must Europe deliver when the G20 meeting is resumed in September this year?
628; 1461; zaprezentować się z najlepszej strony; to put one's best food forward
629; 1464; CHAMPIX to niezawierający nikotyny lek wspomagający zaprzestanie palenia tytoniu.; CHAMPIX is a a non-nicotine medicine which is used to help you stop smoking.
630; 1465; Jeśli okaże się to konieczne, należy zmniejszyć dawkę wapnia lub zaprzestać jego; If necessary, the calcium dose should be reduced or therapy should be discontinued.
631; 1471; Z zadowoleniem przyjmujemy inicjatywę UE mającą uprościć i zharmonizować obecne przepisy.; We welcome the EU's initiative to simplify and harmonise the current regulations.
632; 1472; A ten, który zgwałcił Evelyn przyszedł, by mnie też zhańbić.; And the one who was raping Evelyn came and defiled me also.
633; 1473; Jeśli chcemy rozwiązać ten problem, musimy zhumanizować stosunki społeczno-gospodarcze.; We have to humanize the economic and social relations if we want to solve this problem.
634; 1478; W rzadkich przypadkach, po zastosowaniu preparatu Regranex występowały pęcherze, obrzęki oraz nadmierne ziarninowanie (nadmierna produkcja tkanki w trakcie gojenia).; Rarely, treatment with Regranex has been associated with bullous eruption (blisters), oedema (swelling) and hypertrophic granulation (excessive production of tissue during healing).
635; 1480; Ziarnko po ziarnku, element po elemencie, Konstytucja była uszczuplana.; Grain by grain, element by element, this Constitution has been dragged out.
636; 1483; Roboty z charakterem mogą zasiać ziarno, z którego powstaną roboty z rzeczywistą empatią.; Character robotics could plant the seed for robots that actually have empathy.
637; 1484; Zamiast ziać lawą, ziały ogromniastymi bąblami metanu, a te tworzyły wulkany i wyziewy, ale nie lawy, tylko błota z głębi Ziemi.; Instead of belching out lava, they were belching out big, big bubbles of methane.
638; 1488; We wnętrzu dominuje zieleń i żółć.; And symbolically, the colors of the interior are green and yellow.
639; 1493; To żeński archetyp: ta, która dostrzega wołania cierpiących na świecie.; It's a female archetype: she who perceives the cries of suffering in the world.
640; 1496; Bo na koniec jako wąż ukąsi, a jako żmija uszczknie;; At the last it biteth like a serpent, And stingeth like an adder.
641; 1497; Chciałbym powiedzieć -- taka drobna wstawka autobiograficzna -- że jestem żonaty.; I want to say -- just a little autobiographical moment -- that I actually am married to a wife, and she's really quite wonderful.
642; 1500; I zaczęliśmy żonglować pomysłami o stworzeniu wspólnego teledysku.; And we started bouncing around ideas to make a collaborative music video project.
643; 1503; Rano wstawając są jako konie wytuczone, każdy z nich rży do żony bliźniego swego.; They were as fed horses roaming at large; every one neighed after his neighbor's wife.
644; 1506; żołnierz Armii Czerwonej; Red Army soldier
645; 1508; żołnierz królewskiej straży przybocznej; yeoman of the guard
646; 1509; Zaleca się przyjmowanie preparatu Atripla na pusty żołądek, najlepiej przed snem.; It is recommended that Atripla be taken on an empty stomach, preferably at bedtime.
647; 1510; żołądek podchodził mi do gardła; my stomach was churning
648; 1512; życz mi powodzenia; wish me good luck
649; 1513; Najlepsze życzenia świąteczne...; Season's greetings from…
650; 1514; To nie jest żądanie socjalistów ani grupy PPE, lecz nasze wspólne życzenie.; This is not a socialist demand, or a PPE Group demand; it is our common wish.
651; 1515; Komisja podkreśla, że z biegiem lat realizacja budżetu znacznie się poprawiła.; The Commission underlines that, over the years, budget implementation has improved considerably.
652; 1517; Pewnie nie myśleliście dotąd o sobie jako o metronomach, ale przecież tak chodzimy - kołysząc się z boku na bok.; Now, you might not be used to thinking of yourself as a metronome, but after all, we do walk like -- I mean, we oscillate back and forth as we walk.
653; 1518; z braku laku dobry i opłatek; beggars can't be choosers
654; 1521; Podsumowując, z entuzjazmem głosowałem za tym zrównoważonym pakietem działań.; Overall, then, I voted enthusiastically to approve this balanced package of measures.
655; 1528; Pragnę również powiedzieć, że nie uważamy działalności lobbingowej za z gruntu niewłaściwą.; I would also like to say that we do not regard lobbyism as something bad per se.
656; 1531; Aktywnie kontynuowaliśmy też dialog w sprawie wiz, zapoczątkowany w czerwcu.; We have actively followed up on the visa dialogue launched in June.
657; 1534; Przepisujący lek muszą upewnić się, że pacjent został w pełni zapoznany z informacjami dotyczącymi reakcji nadwrażliwości:; Prescribers must ensure that patients are fully informed regarding the following information on the hypersensitivity reaction:
658; 1535; zapoznawać się z czymś; to get feet wet
659; 1536; Należy zapoznać się z Charakterystyką Produktu Leczniczego dla fosaprepitantu.; Please refer to the Summary of Product Characteristics for fosaprepitant.
660; 1540; Proszę o wybaczenie, ponieważ miałem przyjść wcześniej, ale byłem zapracowany.; (FR) Mr President, please excuse me, I was supposed to come earlier, but I was tied up.
661; 1541; zapracować na coś; to work oneself up
662; 1543; Mają do tego prawo i nikt nie musi ich zapraszać.; Thus, it has a right to be here; it does not need to be invited.
663; 1544; zapraszać do środka; to ask in
664; 1546; W nim zaprawdę rozweseli się serce nasze; bo w imieniu jego świętem ufamy.; For our heart shall rejoice in him, Because we have trusted in his holy name.
665; 1554; Fakt ten okazał się zgubny w sprawie sfałszowanych danych statystycznych Grecji.; This was disastrous over the issue of Greece's fraudulent statistics.
666; 1555; Nie bądź nazbyt sprawiedliwym, ani nazbyt mądrym; przeczżebyś miał do zguby przychodzić?; Be not righteous overmuch; neither make thyself overwise: why shouldest thou destroy thyself?
667; 1559; Niech przyjdzie na pamięć nieprawość przodków jego przed Panem, a grzech matki jego niechaj nie będzie zgładzony.; Let the iniquity of his fathers be remembered with Jehovah; And let not the sin of his mother be blotted out.
668; 1561; Jeżeli mieliście krytyczne uwagi pod jego adresem, należało je zgłaszać wtedy.; If you had criticisms to make of Mr Ben Ali, you should have made them at the time.
669; 1563; W trakcie stosowania leku ISENTRESS należy regularnie zgłaszać się do lekarza.; You should keep seeing your doctor regularly while taking ISENTRESS.
670; 1564; ziarnko do ziarnka i zbierze się miarka; a penny saved is a penny earned
671; 1568; Wobec braku reakcji na leczenie erytropoetyną należy zidentyfikować czynniki sprawcze.; Non response to erythropoietin therapy should prompt a search for causative factors.
672; 1571; Pacjenci przyjmujący lek APTIVUS nie mogą stosować preparatów zawierających ziele; Patients taking APTIVUS must not take products containing St John's wort (Hypericum
673; 1573; Kto ufa w bogactwach swych, ten upadnie; ale sprawiedliwi jako latorośl zielenieć się będą.; He that trusteth in his riches shall fall; But the righteous shall flourish as the green leaf.
674; 1575; Zimne kolory: niebieski i czarny, to obszary z których nie mamy prawie żadnych danych.; The cold colors, the blue and the black, show areas where we have almost no data.
675; 1579; W lecie 2010 r. usunięto koparkami żelbetowy strop i zbrojone słupy grzybkowe.; In the summer of 2010 diggers took down the reinforced concrete ceiling and reinforced mushroom columns.
676; 1581; żołądek podjeżdżał mi do gardła; my stomach was churning
677; 1582; Właściwie są to uzewnętrznione żołądki i płuca.; But these are essentially externalized stomachs and lungs.
678; 1583; jeżeli pacjent przyjmuje leki zobojętniające sok żołądkowy, ponieważ mogą one nasilać; if you are taking antacids, because they may increase the effectiveness of Aerinaze.
679; 1589; Srebro twoje obróciło się w żużeł; wino twoje pomięszało się z wodą.; Thy silver is become dross, thy wine mixed with water.
680; 1598; W naszych badaniach przedstawiamy codzienne ludzkie życie używając tego prostego schematu.; In our studies, we represent the everyday life of people in this simple scheme.
681; 1599; Idealne życie miłosne symbolizowane przez idealny naszyjnik, idealny diamentowy pierścionek.; The perfect love life -- symbolized by the perfect necklace, the perfect diamond ring.
682; 1600; Jednakże po drugiej stronie Atlantyku życie nie jest usłane różami.; However, all is not a bed of roses on the other side of the Atlantic.
683; 1601; Problem emigracji dotyka obywateli naszych państw osobiście, wpływając na ich życie prywatne.; The immigration problem affects our citizens personally and their private sphere.
684; 1603; Określanie sytuacji w Zimbabwe mianem tragicznej to niestety niedomówienie.; To say that the situation in Zimbabwe is tragic is unfortunately an understatement.
685; 1604; Umowa WE-Zjednoczone Emiraty Arabskie dotycząca pewnych aspektów usług lotniczych (; EC-United Arab Emirates Agreement on certain aspects of air services (
686; 1605; Postawię dzisiaj tezę, która może wydawać się zwariowana: social media i zmierzch płci.; I'm going to make an argument today that may seem a little bit crazy: social media and the end of gender.
687; 1607; Monachium/Zurych, Piper 1999; München/Zürich, Piper 1999
688; 1609; " Wystrzeliłem: "Chyba zwariowałeś.; I said, "Listen, it's insane.
689; 1613; Związek Socjalistycznych Republik Radzieckich; Union of Soviet Socialist Republics
690; 1618; Nie tylko powtarzamy w kółko te same głodne kawałki, ale teraz robimy to tak gorączkowo i z furią, że prawdę mówiąc ociera się o farsę.; Not only do we continue to tell and retell the same tired stories, but we are now doing so with a frenzy and a fury that, frankly, verges on camp.
691; 1619; Muszę powiedzieć, że nie debatowaliśmy nad tym zagadnieniem z wielką godnością.; I must say that the way we have debated this issue has not been dignified.
692; 1621; Jeśli go osiągniesz, reszta jest już właściwie z górki.; If you do that, the rest is just pretty much a coast downhill.
693; 1622; Ten system monitorowania powinien być zaprojektowany w sposób zapobiegający dumpingowi społecznemu.; This monitoring system should be specifically designed to prevent social dumping.
694; 1623; Sadzę, że fundusze te muszą być również stosowane w sposób zapobiegawczy.; It is my belief that these funds must also be used in a preventative manner.
695; 1626; Rząd Grecji musi zapewnić środki na niezwłoczne zapoczątkowanie tego programu.; The Greek Government must secure the capital to launch this programme immediately.
696; 1627; UE musi skorzystać ze swojego wpływu na handel międzynarodowy, aby zapoczątkować zmianę.; The EU must exert its influence in international trade to initiate a change.
697; 1631; Nie powinniśmy zapominać, że 99% wszystkich przedsiębiorstw europejskich to MŚP.; We should not forget that the SMEs represent 99% of the total European enterprises.
698; 1634; Zaleca się zapoznanie ze standardowymi wytycznymi dotyczącymi kontrolowania dyslipidemii.; Consultation with standard guidelines for management of dyslipidaemia is recommended.
699; 1635; zapoznawać się z czymś; to get feet wet
700; 1636; Należy zapoznać się z Charakterystyką Produktu Leczniczego dla fosaprepitantu.; Please refer to the Summary of Product Characteristics for fosaprepitant.
701; 1637; Należy zapoznać się z Charakterystyką Produktu Leczniczego dla fosaprepitantu.; Please refer to the Summary of Product Characteristics for fosaprepitant.
702; 1639; Jeśli okaże się to konieczne, należy zmniejszyć dawkę wapnia lub zaprzestać jego; If necessary, the calcium dose should be reduced or therapy should be discontinued.
703; 1641; Pragnę pogratulować mojemu koledze, panu posłowi Albertiniemu i zgłosić kilka uwag.; I would like to congratulate my colleague Mr Albertini and make a few comments.
704; 1642; Czy chcieliby Państwo przedstawić uwagi na temat jakości portalu EUROPA lub zgłosić problem techniczny?; Would you like to comment on the quality of the EUROPA portal or report a technical problem?
705; 1645; Wobec braku reakcji na leczenie erytropoetyną należy zidentyfikować czynniki sprawcze.; Non response to erythropoietin therapy should prompt a search for causative factors.
706; 1648; Pacjenci przyjmujący lek APTIVUS nie mogą stosować preparatów zawierających ziele; Patients taking APTIVUS must not take products containing St John's wort (Hypericum
707; 1650; Kto ufa w bogactwach swych, ten upadnie; ale sprawiedliwi jako latorośl zielenieć się będą.; He that trusteth in his riches shall fall; But the righteous shall flourish as the green leaf.
708; 1652; Podałeś nas jako owce na żer, a między pogan rozproszyłeś nas.; Thou sellest thy people for nought, And hast not increased [thy wealth] by their price.
709; 1655; Ze złamanymi nogami, z pękniętą żuchwą, z wyłamanymi palcami i uszkodzoną czaszką został przewieziony do szpitala.; He was taken to hospital with broken legs, a shattered jaw, severed fingers and a fractured skull.
710; 1656; Układ czaszkowo-żuchwowy jest krytyczny w tym przypadku.; The craniomandibular system is critical to that.
711; 1657; A co najlepsze, żuczek nie potrzebuje kabli pospinanych ze sobą, ciągnących się do stacji zasilania pochłaniającej paliwa kopalne.; And what's more, this guy doesn't need a wire connected all the way back to a power station burning fossil fuels.
712; 1658; Ten żuk potrafi wykrywać pożar lasu z 80 km.; This beetle can detect a forest fire at 80 kilometers away.
713; 1660; Dane farmakokinetyczne u dzieci w wieku poniżej 3 miesiąca życia są ograniczone.; There are limited pharmacokinetic data for patients less than three months of age.
